Transaction,Item,date_time,period_day,weekday_weekend,producto
2951,Coffee,10-12-2016 14:44,afternoon,weekend,Cafe
2951,Tea,10-12-2016 14:44,afternoon,weekend,Te
2952,Vegan mincepie,10-12-2016 15:04,afternoon,weekend,Minipastel vegano
2952,Coffee,10-12-2016 15:04,afternoon,weekend,Cafe
2952,Hot chocolate,10-12-2016 15:04,afternoon,weekend,Chocolate caliente
2953,Juice,10-12-2016 15:05,afternoon,weekend,Jugo
2954,Cake,10-12-2016 15:10,afternoon,weekend,Pastel
2954,Tea,10-12-2016 15:10,afternoon,weekend,Te
2955,Tea,10-12-2016 15:18,afternoon,weekend,Te
2956,Bread,10-12-2016 15:33,afternoon,weekend,Pan
2956,Farm House,10-12-2016 15:33,afternoon,weekend,Pan de campo
2957,Coffee,10-12-2016 15:46,afternoon,weekend,Cafe
2957,Tea,10-12-2016 15:46,afternoon,weekend,Te
2957,Bread,10-12-2016 15:46,afternoon,weekend,Pan
2957,Mineral water,10-12-2016 15:46,afternoon,weekend,Agua mineral
2957,Scone,10-12-2016 15:46,afternoon,weekend,Scone
2957,Bread,10-12-2016 15:46,afternoon,weekend,Pan
2958,Bread,10-12-2016 15:54,afternoon,weekend,Pan
2959,Bread,10-12-2016 16:07,afternoon,weekend,Pan
2959,Hot chocolate,10-12-2016 16:07,afternoon,weekend,Chocolate caliente
2959,Hot chocolate,10-12-2016 16:07,afternoon,weekend,Chocolate caliente
2960,Coke,10-12-2016 16:09,afternoon,weekend,Coca-Cola
2960,Sandwich,10-12-2016 16:09,afternoon,weekend,Sandwich
2961,Sandwich,10-12-2016 16:10,afternoon,weekend,Sandwich
2961,Mineral water,10-12-2016 16:10,afternoon,weekend,Agua mineral
2962,Hot chocolate,10-12-2016 16:12,afternoon,weekend,Chocolate caliente
2962,Tea,10-12-2016 16:12,afternoon,weekend,Te
2962,Cake,10-12-2016 16:12,afternoon,weekend,Pastel
2963,Scandinavian,10-12-2016 16:23,afternoon,weekend,Pan escandinavo
2964,Frittata,10-12-2016 16:24,afternoon,weekend,Frittata
2964,Cake,10-12-2016 16:24,afternoon,weekend,Pastel
2966,Cake,10-12-2016 16:30,afternoon,weekend,Pastel
2967,Coffee,10-12-2016 16:40,afternoon,weekend,Cafe
2967,Bread,10-12-2016 16:40,afternoon,weekend,Pan
2968,Coffee,10-12-2016 16:44,afternoon,weekend,Cafe
2968,Tea,10-12-2016 16:44,afternoon,weekend,Te
2968,Bread,10-12-2016 16:44,afternoon,weekend,Pan
2969,Scone,10-12-2016 16:45,afternoon,weekend,Scone
2969,Coffee,10-12-2016 16:45,afternoon,weekend,Cafe
2970,Bread,10-12-2016 16:46,afternoon,weekend,Pan
2971,Jam,10-12-2016 17:12,evening,weekend,Mermelada
2972,Bread,11-12-2016 09:08,morning,weekend,Pan
2973,Coffee,11-12-2016 09:11,morning,weekend,Cafe
2973,Medialuna,11-12-2016 09:11,morning,weekend,Medialuna
2974,Bread,11-12-2016 09:14,morning,weekend,Pan
2974,Farm House,11-12-2016 09:14,morning,weekend,Pan de campo
2975,Bread,11-12-2016 09:16,morning,weekend,Pan
2976,Coffee,11-12-2016 09:24,morning,weekend,Cafe
2976,Pastry,11-12-2016 09:24,morning,weekend,Pastelito
2977,Bread,11-12-2016 09:29,morning,weekend,Pan
2977,Coffee,11-12-2016 09:29,morning,weekend,Cafe
2978,Medialuna,11-12-2016 09:32,morning,weekend,Medialuna
2978,Coffee,11-12-2016 09:32,morning,weekend,Cafe
2979,Scone,11-12-2016 09:35,morning,weekend,Scone
2979,Bread,11-12-2016 09:35,morning,weekend,Pan
2980,Coffee,11-12-2016 09:38,morning,weekend,Cafe
2980,Coke,11-12-2016 09:38,morning,weekend,Coca-Cola
2981,Coffee,11-12-2016 10:01,morning,weekend,Cafe
2982,Truffles,11-12-2016 10:04,morning,weekend,Trufas
2983,Bread,11-12-2016 10:08,morning,weekend,Pan
2984,Mineral water,11-12-2016 10:16,morning,weekend,Agua mineral
2985,Hot chocolate,11-12-2016 10:55,morning,weekend,Chocolate caliente
2985,Coffee,11-12-2016 10:55,morning,weekend,Cafe
2985,Bread,11-12-2016 10:55,morning,weekend,Pan
2985,Toast,11-12-2016 10:55,morning,weekend,Tostada
2985,Medialuna,11-12-2016 10:55,morning,weekend,Medialuna
2985,Alfajores,11-12-2016 10:55,morning,weekend,Alfajores
2985,Fudge,11-12-2016 10:55,morning,weekend,Fudge (dulce de azucar)
2986,Jam,11-12-2016 10:56,morning,weekend,Mermelada
2987,Medialuna,11-12-2016 11:00,morning,weekend,Medialuna
2987,Bakewell,11-12-2016 11:00,morning,weekend,Tarta Bakewell
2987,Coffee,11-12-2016 11:00,morning,weekend,Cafe
2987,Bread,11-12-2016 11:00,morning,weekend,Pan
2987,Toast,11-12-2016 11:00,morning,weekend,Tostada
2988,Coffee,11-12-2016 11:11,morning,weekend,Cafe
2989,Bread,11-12-2016 11:13,morning,weekend,Pan
2990,Coffee,11-12-2016 11:29,morning,weekend,Cafe
2990,Coffee,11-12-2016 11:29,morning,weekend,Cafe
2990,Bakewell,11-12-2016 11:29,morning,weekend,Tarta Bakewell
2990,Medialuna,11-12-2016 11:29,morning,weekend,Medialuna
2991,Coffee,11-12-2016 11:36,morning,weekend,Cafe
2991,Coffee,11-12-2016 11:36,morning,weekend,Cafe
2991,Bread,11-12-2016 11:36,morning,weekend,Pan
2992,Farm House,11-12-2016 11:42,morning,weekend,Pan de campo
2993,Bread,11-12-2016 11:43,morning,weekend,Pan
2994,Medialuna,11-12-2016 11:47,morning,weekend,Medialuna
2994,Scone,11-12-2016 11:47,morning,weekend,Scone
2994,Coffee,11-12-2016 11:47,morning,weekend,Cafe
2994,Coffee,11-12-2016 11:47,morning,weekend,Cafe
2995,Bread,11-12-2016 11:57,morning,weekend,Pan
2996,Farm House,11-12-2016 12:00,afternoon,weekend,Pan de campo
2996,Coffee,11-12-2016 12:00,afternoon,weekend,Cafe
2996,Medialuna,11-12-2016 12:00,afternoon,weekend,Medialuna
2996,Bread,11-12-2016 12:00,afternoon,weekend,Pan
2997,Smoothies,11-12-2016 12:06,afternoon,weekend,Smoothies
2998,Coffee,11-12-2016 12:07,afternoon,weekend,Cafe
3000,Medialuna,11-12-2016 12:45,afternoon,weekend,Medialuna
3000,Coffee,11-12-2016 12:45,afternoon,weekend,Cafe
3001,Mineral water,11-12-2016 12:47,afternoon,weekend,Agua mineral
3002,Bread,11-12-2016 12:59,afternoon,weekend,Pan
3002,Mineral water,11-12-2016 12:59,afternoon,weekend,Agua mineral
3002,Hot chocolate,11-12-2016 12:59,afternoon,weekend,Chocolate caliente
3003,Sandwich,11-12-2016 13:02,afternoon,weekend,Sandwich
3003,Tea,11-12-2016 13:02,afternoon,weekend,Te
3004,Coffee,11-12-2016 13:05,afternoon,weekend,Cafe
3004,Cookies,11-12-2016 13:05,afternoon,weekend,Galletas
3005,Alfajores,11-12-2016 13:08,afternoon,weekend,Alfajores
3005,Alfajores,11-12-2016 13:08,afternoon,weekend,Alfajores
3006,Vegan mincepie,11-12-2016 13:33,afternoon,weekend,Minipastel vegano
3006,Bread,11-12-2016 13:33,afternoon,weekend,Pan
3006,Coffee,11-12-2016 13:33,afternoon,weekend,Cafe
3007,Coffee,11-12-2016 13:34,afternoon,weekend,Cafe
3008,Medialuna,11-12-2016 13:42,afternoon,weekend,Medialuna
3009,Coffee,11-12-2016 13:43,afternoon,weekend,Cafe
3009,Frittata,11-12-2016 13:43,afternoon,weekend,Frittata
3009,Toast,11-12-2016 13:43,afternoon,weekend,Tostada
3010,Coffee,11-12-2016 13:51,afternoon,weekend,Cafe
3010,Hot chocolate,11-12-2016 13:51,afternoon,weekend,Chocolate caliente
3010,Muffin,11-12-2016 13:51,afternoon,weekend,Muffin
3011,Coffee,11-12-2016 13:54,afternoon,weekend,Cafe
3011,Scandinavian,11-12-2016 13:54,afternoon,weekend,Pan escandinavo
3013,Bakewell,11-12-2016 14:21,afternoon,weekend,Tarta Bakewell
3013,Tea,11-12-2016 14:21,afternoon,weekend,Te
3015,Coffee,11-12-2016 14:29,afternoon,weekend,Cafe
3017,Frittata,11-12-2016 14:32,afternoon,weekend,Frittata
3017,Coffee,11-12-2016 14:32,afternoon,weekend,Cafe
3018,Scandinavian,11-12-2016 15:04,afternoon,weekend,Pan escandinavo
3019,Coffee,11-12-2016 15:16,afternoon,weekend,Cafe
3019,Coffee,11-12-2016 15:16,afternoon,weekend,Cafe
3020,Coffee,11-12-2016 15:26,afternoon,weekend,Cafe
3020,Tea,11-12-2016 15:26,afternoon,weekend,Te
3021,Scandinavian,11-12-2016 15:27,afternoon,weekend,Pan escandinavo
3022,Bread,11-12-2016 15:48,afternoon,weekend,Pan
3023,Tea,12-12-2016 08:51,morning,weekday,Te
3024,Bread,12-12-2016 08:52,morning,weekday,Pan
3025,Bread,12-12-2016 08:54,morning,weekday,Pan
3025,Medialuna,12-12-2016 08:54,morning,weekday,Medialuna
3026,Pastry,12-12-2016 08:58,morning,weekday,Pastelito
3026,Toast,12-12-2016 08:58,morning,weekday,Tostada
3026,Coffee,12-12-2016 08:58,morning,weekday,Cafe
3027,Coffee,12-12-2016 09:02,morning,weekday,Cafe
3027,Pastry,12-12-2016 09:02,morning,weekday,Pastelito
3028,Tea,12-12-2016 09:13,morning,weekday,Te
3029,Coffee,12-12-2016 09:28,morning,weekday,Cafe
3029,Toast,12-12-2016 09:28,morning,weekday,Tostada
3030,Coffee,12-12-2016 10:00,morning,weekday,Cafe
3031,Jam,12-12-2016 10:09,morning,weekday,Mermelada
3031,Coffee,12-12-2016 10:09,morning,weekday,Cafe
3031,Hot chocolate,12-12-2016 10:09,morning,weekday,Chocolate caliente
3031,Toast,12-12-2016 10:09,morning,weekday,Tostada
3032,Coffee,12-12-2016 10:16,morning,weekday,Cafe
3032,Sandwich,12-12-2016 10:16,morning,weekday,Sandwich
3033,Bread,12-12-2016 10:36,morning,weekday,Pan
3033,Tea,12-12-2016 10:36,morning,weekday,Te
3033,Bakewell,12-12-2016 10:36,morning,weekday,Tarta Bakewell
3033,Alfajores,12-12-2016 10:36,morning,weekday,Alfajores
3034,Bread,12-12-2016 10:38,morning,weekday,Pan
3034,Coffee,12-12-2016 10:38,morning,weekday,Cafe
3034,Cake,12-12-2016 10:38,morning,weekday,Pastel
3035,Bread,12-12-2016 11:14,morning,weekday,Pan
3036,Bread,12-12-2016 11:23,morning,weekday,Pan
3037,Coffee,12-12-2016 11:29,morning,weekday,Cafe
3037,Coffee,12-12-2016 11:29,morning,weekday,Cafe
3037,Bakewell,12-12-2016 11:29,morning,weekday,Tarta Bakewell
3037,Cake,12-12-2016 11:29,morning,weekday,Pastel
3038,Bread,12-12-2016 11:30,morning,weekday,Pan
3039,Coffee,12-12-2016 11:31,morning,weekday,Cafe
3039,Medialuna,12-12-2016 11:31,morning,weekday,Medialuna
3040,Bread,12-12-2016 11:54,morning,weekday,Pan
3041,Bread,12-12-2016 11:57,morning,weekday,Pan
3041,Vegan mincepie,12-12-2016 11:57,morning,weekday,Minipastel vegano
3042,Coffee,12-12-2016 12:17,afternoon,weekday,Cafe
3042,Bread,12-12-2016 12:17,afternoon,weekday,Pan
3042,Vegan mincepie,12-12-2016 12:17,afternoon,weekday,Minipastel vegano
3042,Cake,12-12-2016 12:17,afternoon,weekday,Pastel
3043,Bread,12-12-2016 12:22,afternoon,weekday,Pan
3044,Sandwich,12-12-2016 12:23,afternoon,weekday,Sandwich
3045,Pastry,12-12-2016 12:35,afternoon,weekday,Pastelito
3045,Bread,12-12-2016 12:35,afternoon,weekday,Pan
3046,Cake,12-12-2016 12:55,afternoon,weekday,Pastel
3046,Vegan mincepie,12-12-2016 12:55,afternoon,weekday,Minipastel vegano
3046,Coffee,12-12-2016 12:55,afternoon,weekday,Cafe
3046,Coffee,12-12-2016 12:55,afternoon,weekday,Cafe
3046,Mineral water,12-12-2016 12:55,afternoon,weekday,Agua mineral
3046,Mineral water,12-12-2016 12:55,afternoon,weekday,Agua mineral
3047,Jam,12-12-2016 12:59,afternoon,weekday,Mermelada
3048,Bread,12-12-2016 13:18,afternoon,weekday,Pan
3049,Frittata,12-12-2016 13:24,afternoon,weekday,Frittata
3049,Coffee,12-12-2016 13:24,afternoon,weekday,Cafe
3050,Coffee,12-12-2016 13:48,afternoon,weekday,Cafe
3050,Coffee,12-12-2016 13:48,afternoon,weekday,Cafe
3051,Bread,12-12-2016 13:55,afternoon,weekday,Pan
3052,Sandwich,12-12-2016 13:56,afternoon,weekday,Sandwich
3053,Sandwich,12-12-2016 13:59,afternoon,weekday,Sandwich
3053,Bread,12-12-2016 13:59,afternoon,weekday,Pan
3053,Truffles,12-12-2016 13:59,afternoon,weekday,Trufas
3053,Coffee,12-12-2016 13:59,afternoon,weekday,Cafe
3054,Tea,12-12-2016 14:02,afternoon,weekday,Te
3054,Toast,12-12-2016 14:02,afternoon,weekday,Tostada
3055,Coffee,12-12-2016 14:08,afternoon,weekday,Cafe
3056,Cake,12-12-2016 14:09,afternoon,weekday,Pastel
3058,Coffee,12-12-2016 14:12,afternoon,weekday,Cafe
3058,Bread,12-12-2016 14:12,afternoon,weekday,Pan
3058,Bread,12-12-2016 14:12,afternoon,weekday,Pan
3058,Bread,12-12-2016 14:12,afternoon,weekday,Pan
3059,Fudge,12-12-2016 15:01,afternoon,weekday,Fudge (dulce de azucar)
3060,Jam,12-12-2016 15:09,afternoon,weekday,Mermelada
3060,Jam,12-12-2016 15:09,afternoon,weekday,Mermelada
3061,Bread,12-12-2016 15:19,afternoon,weekday,Pan
3062,Coffee,12-12-2016 15:33,afternoon,weekday,Cafe
3063,Tea,12-12-2016 15:44,afternoon,weekday,Te
3063,Bread,12-12-2016 15:44,afternoon,weekday,Pan
3063,Hot chocolate,12-12-2016 15:44,afternoon,weekday,Chocolate caliente
3063,Vegan mincepie,12-12-2016 15:44,afternoon,weekday,Minipastel vegano
3063,Bread,12-12-2016 15:44,afternoon,weekday,Pan
3064,Juice,12-12-2016 15:46,afternoon,weekday,Jugo
3064,Cake,12-12-2016 15:46,afternoon,weekday,Pastel
3064,Jammie Dodgers,12-12-2016 15:46,afternoon,weekday,Galletas Jammie Dodgers
3064,Bread,12-12-2016 15:46,afternoon,weekday,Pan
3065,Bread,12-12-2016 15:53,afternoon,weekday,Pan
3066,Vegan mincepie,12-12-2016 16:12,afternoon,weekday,Minipastel vegano
3066,Tea,12-12-2016 16:12,afternoon,weekday,Te
3067,Coffee,12-12-2016 16:24,afternoon,weekday,Cafe
3067,Pastry,12-12-2016 16:24,afternoon,weekday,Pastelito
3068,Scandinavian,13-12-2016 08:33,morning,weekday,Pan escandinavo
3068,Vegan mincepie,13-12-2016 08:33,morning,weekday,Minipastel vegano
3069,Bread,13-12-2016 08:37,morning,weekday,Pan
3070,Coffee,13-12-2016 09:04,morning,weekday,Cafe
3070,Fudge,13-12-2016 09:04,morning,weekday,Fudge (dulce de azucar)
3070,Jam,13-12-2016 09:04,morning,weekday,Mermelada
3070,Fudge,13-12-2016 09:04,morning,weekday,Fudge (dulce de azucar)
3070,Fudge,13-12-2016 09:04,morning,weekday,Fudge (dulce de azucar)
3071,Jam,13-12-2016 09:06,morning,weekday,Mermelada
3071,Coffee,13-12-2016 09:06,morning,weekday,Cafe
3071,Coffee,13-12-2016 09:06,morning,weekday,Cafe
3073,Coffee,13-12-2016 09:30,morning,weekday,Cafe
3073,Coffee,13-12-2016 09:30,morning,weekday,Cafe
3074,Coffee,13-12-2016 09:40,morning,weekday,Cafe
3074,Cookies,13-12-2016 09:40,morning,weekday,Galletas
3074,Pastry,13-12-2016 09:40,morning,weekday,Pastelito
3075,Medialuna,13-12-2016 09:42,morning,weekday,Medialuna
3075,Bread,13-12-2016 09:42,morning,weekday,Pan
3076,Coffee,13-12-2016 09:43,morning,weekday,Cafe
3076,Art Tray,13-12-2016 09:43,morning,weekday,Bandeja artistica
3077,Tea,13-12-2016 09:48,morning,weekday,Te
3077,Tea,13-12-2016 09:48,morning,weekday,Te
3077,Toast,13-12-2016 09:48,morning,weekday,Tostada
3078,Coke,13-12-2016 09:49,morning,weekday,Coca-Cola
3079,Coffee,13-12-2016 10:10,morning,weekday,Cafe
3079,Bread,13-12-2016 10:10,morning,weekday,Pan
3080,Bakewell,13-12-2016 10:14,morning,weekday,Tarta Bakewell
3080,Farm House,13-12-2016 10:14,morning,weekday,Pan de campo
3081,Bread,13-12-2016 10:31,morning,weekday,Pan
3081,Tea,13-12-2016 10:31,morning,weekday,Te
3081,Coffee,13-12-2016 10:31,morning,weekday,Cafe
3081,Alfajores,13-12-2016 10:31,morning,weekday,Alfajores
3081,Hot chocolate,13-12-2016 10:31,morning,weekday,Chocolate caliente
3082,Farm House,13-12-2016 10:33,morning,weekday,Pan de campo
3083,Coffee,13-12-2016 10:53,morning,weekday,Cafe
3083,Bread,13-12-2016 10:53,morning,weekday,Pan
3084,Coffee,13-12-2016 11:08,morning,weekday,Cafe
3084,Toast,13-12-2016 11:08,morning,weekday,Tostada
3084,Scandinavian,13-12-2016 11:08,morning,weekday,Pan escandinavo
3085,Bread,13-12-2016 11:28,morning,weekday,Pan
3085,Vegan mincepie,13-12-2016 11:28,morning,weekday,Minipastel vegano
3086,Bread,13-12-2016 11:31,morning,weekday,Pan
3087,Coffee,13-12-2016 11:32,morning,weekday,Cafe
3088,Coffee,13-12-2016 11:35,morning,weekday,Cafe
3088,Bread,13-12-2016 11:35,morning,weekday,Pan
3088,Alfajores,13-12-2016 11:35,morning,weekday,Alfajores
3089,Coffee,13-12-2016 12:15,afternoon,weekday,Cafe
3090,Bread,13-12-2016 12:17,afternoon,weekday,Pan
3091,Medialuna,13-12-2016 12:32,afternoon,weekday,Medialuna
3092,Coffee,13-12-2016 12:49,afternoon,weekday,Cafe
3093,Frittata,13-12-2016 13:11,afternoon,weekday,Frittata
3093,Tea,13-12-2016 13:11,afternoon,weekday,Te
3093,Coffee,13-12-2016 13:11,afternoon,weekday,Cafe
3094,Tea,13-12-2016 13:36,afternoon,weekday,Te
3095,Tea,13-12-2016 13:56,afternoon,weekday,Te
3095,Bakewell,13-12-2016 13:56,afternoon,weekday,Tarta Bakewell
3096,Farm House,13-12-2016 13:58,afternoon,weekday,Pan de campo
3097,Coffee,13-12-2016 14:32,afternoon,weekday,Cafe
3097,Pastry,13-12-2016 14:32,afternoon,weekday,Pastelito
3097,Medialuna,13-12-2016 14:32,afternoon,weekday,Medialuna
3098,Coffee,13-12-2016 14:37,afternoon,weekday,Cafe
3098,Coffee,13-12-2016 14:37,afternoon,weekday,Cafe
3098,Sandwich,13-12-2016 14:37,afternoon,weekday,Sandwich
3099,Coffee,13-12-2016 14:51,afternoon,weekday,Cafe
3099,Medialuna,13-12-2016 14:51,afternoon,weekday,Medialuna
3100,Coffee,13-12-2016 14:59,afternoon,weekday,Cafe
3100,Pastry,13-12-2016 14:59,afternoon,weekday,Pastelito
3101,Muffin,13-12-2016 15:04,afternoon,weekday,Muffin
3101,Bread,13-12-2016 15:04,afternoon,weekday,Pan
3101,Bread,13-12-2016 15:04,afternoon,weekday,Pan
3101,Coffee,13-12-2016 15:04,afternoon,weekday,Cafe
3102,Coffee,13-12-2016 15:06,afternoon,weekday,Cafe
3102,Bakewell,13-12-2016 15:06,afternoon,weekday,Tarta Bakewell
3103,Bread,13-12-2016 15:17,afternoon,weekday,Pan
3104,Coffee,13-12-2016 15:19,afternoon,weekday,Cafe
3105,Bread,13-12-2016 15:22,afternoon,weekday,Pan
3106,Coffee,13-12-2016 15:40,afternoon,weekday,Cafe
3106,Coffee,13-12-2016 15:40,afternoon,weekday,Cafe
3106,Alfajores,13-12-2016 15:40,afternoon,weekday,Alfajores
3107,Bread,13-12-2016 16:07,afternoon,weekday,Pan
3107,Truffles,13-12-2016 16:07,afternoon,weekday,Trufas
3107,Coffee,13-12-2016 16:07,afternoon,weekday,Cafe
3107,Truffles,13-12-2016 16:07,afternoon,weekday,Trufas
3107,Scandinavian,13-12-2016 16:07,afternoon,weekday,Pan escandinavo
3108,Tea,13-12-2016 16:26,afternoon,weekday,Te
3108,Cake,13-12-2016 16:26,afternoon,weekday,Pastel
3109,Jam,13-12-2016 16:53,afternoon,weekday,Mermelada
3110,Fudge,13-12-2016 18:34,evening,weekday,Fudge (dulce de azucar)
3110,Jam,13-12-2016 18:34,evening,weekday,Mermelada
3110,Jam,13-12-2016 18:34,evening,weekday,Mermelada
3111,Bread,14-12-2016 08:43,morning,weekday,Pan
3112,Coffee,14-12-2016 08:43,morning,weekday,Cafe
3113,Tea,14-12-2016 08:55,morning,weekday,Te
3113,Coffee,14-12-2016 08:55,morning,weekday,Cafe
3114,Coffee,14-12-2016 08:57,morning,weekday,Cafe
3114,Tea,14-12-2016 08:57,morning,weekday,Te
3114,Toast,14-12-2016 08:57,morning,weekday,Tostada
3115,Coffee,14-12-2016 09:07,morning,weekday,Cafe
3116,Bread,14-12-2016 09:08,morning,weekday,Pan
3117,Coffee,14-12-2016 09:10,morning,weekday,Cafe
3118,Coffee,14-12-2016 09:14,morning,weekday,Cafe
3119,Bread,14-12-2016 09:18,morning,weekday,Pan
3120,Bread,14-12-2016 09:25,morning,weekday,Pan
3121,Fudge,14-12-2016 09:39,morning,weekday,Fudge (dulce de azucar)
3122,Coffee,14-12-2016 10:28,morning,weekday,Cafe
3123,Coffee,14-12-2016 10:32,morning,weekday,Cafe
3123,Tea,14-12-2016 10:32,morning,weekday,Te
3124,Coffee,14-12-2016 10:38,morning,weekday,Cafe
3124,Coffee,14-12-2016 10:38,morning,weekday,Cafe
3124,Farm House,14-12-2016 10:38,morning,weekday,Pan de campo
3125,Medialuna,14-12-2016 10:49,morning,weekday,Medialuna
3125,Muffin,14-12-2016 10:49,morning,weekday,Muffin
3125,Coffee,14-12-2016 10:49,morning,weekday,Cafe
3125,Juice,14-12-2016 10:49,morning,weekday,Jugo
3126,Coffee,14-12-2016 10:52,morning,weekday,Cafe
3127,Coffee,14-12-2016 10:55,morning,weekday,Cafe
3127,Bread,14-12-2016 10:55,morning,weekday,Pan
3127,Bread,14-12-2016 10:55,morning,weekday,Pan
3128,Coffee,14-12-2016 11:01,morning,weekday,Cafe
3128,Coffee,14-12-2016 11:01,morning,weekday,Cafe
3128,Bread,14-12-2016 11:01,morning,weekday,Pan
3128,Muffin,14-12-2016 11:01,morning,weekday,Muffin
3129,Vegan mincepie,14-12-2016 11:11,morning,weekday,Minipastel vegano
3129,Coffee,14-12-2016 11:11,morning,weekday,Cafe
3129,Tea,14-12-2016 11:11,morning,weekday,Te
3130,Alfajores,14-12-2016 11:15,morning,weekday,Alfajores
3130,Coffee,14-12-2016 11:15,morning,weekday,Cafe
3131,Coffee,14-12-2016 11:18,morning,weekday,Cafe
3131,Coffee,14-12-2016 11:18,morning,weekday,Cafe
3131,Medialuna,14-12-2016 11:18,morning,weekday,Medialuna
3133,Bread,14-12-2016 11:33,morning,weekday,Pan
3133,Tea,14-12-2016 11:33,morning,weekday,Te
3134,Coffee,14-12-2016 11:34,morning,weekday,Cafe
3135,Coffee,14-12-2016 11:46,morning,weekday,Cafe
3136,Bread,14-12-2016 11:53,morning,weekday,Pan
3136,Pastry,14-12-2016 11:53,morning,weekday,Pastelito
3137,Bread,14-12-2016 12:00,afternoon,weekday,Pan
3138,Farm House,14-12-2016 12:02,afternoon,weekday,Pan de campo
3139,Bread,14-12-2016 12:11,afternoon,weekday,Pan
3139,Alfajores,14-12-2016 12:11,afternoon,weekday,Alfajores
3141,Coffee,14-12-2016 12:34,afternoon,weekday,Cafe
3142,Jam,14-12-2016 12:38,afternoon,weekday,Mermelada
3143,Coffee,14-12-2016 12:40,afternoon,weekday,Cafe
3144,Pastry,14-12-2016 12:41,afternoon,weekday,Pastelito
3145,Tea,14-12-2016 12:42,afternoon,weekday,Te
3146,Coffee,14-12-2016 12:49,afternoon,weekday,Cafe
3146,Coffee,14-12-2016 12:49,afternoon,weekday,Cafe
3147,Coffee,14-12-2016 13:07,afternoon,weekday,Cafe
3147,Toast,14-12-2016 13:07,afternoon,weekday,Tostada
3148,Coffee,14-12-2016 13:08,afternoon,weekday,Cafe
3149,Coke,14-12-2016 13:13,afternoon,weekday,Coca-Cola
3149,Truffles,14-12-2016 13:13,afternoon,weekday,Trufas
3150,Sandwich,14-12-2016 13:14,afternoon,weekday,Sandwich
3150,Tea,14-12-2016 13:14,afternoon,weekday,Te
3150,Coffee,14-12-2016 13:14,afternoon,weekday,Cafe
3151,Tea,14-12-2016 13:16,afternoon,weekday,Te
3152,Coke,14-12-2016 13:36,afternoon,weekday,Coca-Cola
3153,Bread,14-12-2016 13:59,afternoon,weekday,Pan
3153,Sandwich,14-12-2016 13:59,afternoon,weekday,Sandwich
3153,Bread,14-12-2016 13:59,afternoon,weekday,Pan
3154,Juice,14-12-2016 14:01,afternoon,weekday,Jugo
3154,Bread,14-12-2016 14:01,afternoon,weekday,Pan
3154,Art Tray,14-12-2016 14:01,afternoon,weekday,Bandeja artistica
3154,Toast,14-12-2016 14:01,afternoon,weekday,Tostada
3155,Tea,14-12-2016 14:49,afternoon,weekday,Te
3155,Bread,14-12-2016 14:49,afternoon,weekday,Pan
3156,Coffee,14-12-2016 15:13,afternoon,weekday,Cafe
3156,Alfajores,14-12-2016 15:13,afternoon,weekday,Alfajores
3157,Hot chocolate,14-12-2016 15:18,afternoon,weekday,Chocolate caliente
3157,Hot chocolate,14-12-2016 15:18,afternoon,weekday,Chocolate caliente
3157,Toast,14-12-2016 15:18,afternoon,weekday,Tostada
3157,Pastry,14-12-2016 15:18,afternoon,weekday,Pastelito
3158,Sandwich,14-12-2016 15:33,afternoon,weekday,Sandwich
3158,Tea,14-12-2016 15:33,afternoon,weekday,Te
3158,Juice,14-12-2016 15:33,afternoon,weekday,Jugo
3158,Vegan mincepie,14-12-2016 15:33,afternoon,weekday,Minipastel vegano
3159,Bread,14-12-2016 15:34,afternoon,weekday,Pan
3160,Alfajores,14-12-2016 15:38,afternoon,weekday,Alfajores
3160,Muffin,14-12-2016 15:38,afternoon,weekday,Muffin
3161,Coffee,14-12-2016 15:41,afternoon,weekday,Cafe
3161,Jammie Dodgers,14-12-2016 15:41,afternoon,weekday,Galletas Jammie Dodgers
3162,Jammie Dodgers,14-12-2016 15:45,afternoon,weekday,Galletas Jammie Dodgers
3162,Bread,14-12-2016 15:45,afternoon,weekday,Pan
3163,Tea,14-12-2016 15:57,afternoon,weekday,Te
3163,Coffee,14-12-2016 15:57,afternoon,weekday,Cafe
3163,Jammie Dodgers,14-12-2016 15:57,afternoon,weekday,Galletas Jammie Dodgers
3163,Cake,14-12-2016 15:57,afternoon,weekday,Pastel
3163,Bread,14-12-2016 15:57,afternoon,weekday,Pan
3164,Coffee,15-12-2016 08:45,morning,weekday,Cafe
3164,Coffee,15-12-2016 08:45,morning,weekday,Cafe
3165,Bread,15-12-2016 08:48,morning,weekday,Pan
3165,Pastry,15-12-2016 08:48,morning,weekday,Pastelito
3165,Medialuna,15-12-2016 08:48,morning,weekday,Medialuna
3166,Alfajores,15-12-2016 08:58,morning,weekday,Alfajores
3166,Pastry,15-12-2016 08:58,morning,weekday,Pastelito
3167,Medialuna,15-12-2016 09:08,morning,weekday,Medialuna
3167,Toast,15-12-2016 09:08,morning,weekday,Tostada
3167,Coffee,15-12-2016 09:08,morning,weekday,Cafe
3168,Bread,15-12-2016 09:15,morning,weekday,Pan
3168,Tea,15-12-2016 09:15,morning,weekday,Te
3168,Pastry,15-12-2016 09:15,morning,weekday,Pastelito
3169,Bread,15-12-2016 09:25,morning,weekday,Pan
3170,Coffee,15-12-2016 09:31,morning,weekday,Cafe
3171,Bread,15-12-2016 09:35,morning,weekday,Pan
